,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Labels,Numeric_Labels
2899,2014.0,0.15,0.23,0.05,0.03,0.41,18.0,1136.0,L,0
2900,2005.0,0.34,0.04,0.12,0.06,0.41,5.0,16.0,L,0
2901,2001.0,0.2,0.16,0.14,0.02,0.41,7.0,7.0,L,0
2902,2011.0,0.16,0.18,0.06,0.07,0.41,51.0,36.0,L,0
2903,2010.0,0.19,0.18,0.04,0.04,0.41,6.0,4.0,L,0
2904,2012.0,0.18,0.15,0.02,0.06,0.41,63.0,61.0,L,0
2905,2006.0,0.35,0.02,0.01,0.03,0.41,54.0,79.0,L,0
2906,2011.0,0.3,0.08,0.06,0.03,0.41,11.0,4.0,L,0
2907,2010.0,0.21,0.07,0.09,0.04,0.41,29.0,65.0,H,1
2908,2011.0,0.18,0.17,0.06,0.02,0.41,48.0,1183.0,L,0
2909,2002.0,0.2,0.15,0.1,0.05,0.41,26.0,14.0,L,0
2910,2009.0,0.26,0.04,0.06,0.04,0.4,51.0,50.0,L,0
2911,2001.0,0.23,0.15,0.14,0.03,0.4,10.0,4.0,L,0
2912,2008.0,0.36,0.02,0.04,0.03,0.4,57.0,87.0,L,0
2913,2010.0,0.21,0.15,0.04,0.04,0.4,51.0,70.0,L,0
2914,2003.0,0.31,0.08,0.235,0.01,0.4,16.0,9.0,L,0
2915,2009.0,0.27,0.09,0.04,0.04,0.4,7.0,7.0,L,0
2916,2011.0,0.29,0.08,0.06,0.03,0.4,17.0,13.0,L,0
2917,2010.0,0.36,0.02,0.04,0.02,0.4,43.0,20.0,H,1
2918,2009.0,0.26,0.03,0.1,0.02,0.4,10.0,46.0,H,1
2919,2009.0,0.21,0.12,0.04,0.07,0.4,22.0,28.0,L,0
2920,2015.0,0.17,0.15,0.02,0.06,0.4,59.0,315.0,L,0
2921,2013.0,0.31,0.01,0.03,0.06,0.4,4.0,255.0,H,1
2922,2009.0,0.33,0.01,0.04,0.05,0.4,18.0,11.0,H,1
2923,2002.0,0.2,0.15,0.1,0.02,0.4,24.0,6.0,L,0
2924,2005.0,0.2,0.15,0.12,0.05,0.4,38.0,20.0,L,0
2925,2003.0,0.31,0.08,0.235,0.01,0.4,16.0,10.0,L,0
2926,2009.0,0.37,0.09,0.04,0.03,0.4,18.0,9.0,L,0
2927,2007.0,0.34,0.03,0.01,0.03,0.4,47.0,38.0,L,0
2928,2008.0,0.2,0.15,0.04,0.05,0.4,6.0,8.0,L,0
2929,2005.0,0.29,0.11,0.12,0.01,0.4,22.0,28.0,L,0
2930,2016.0,0.15,0.15,0.03,0.06,0.4,23.0,672.0,H,1
2931,2005.0,0.25,0.07,0.07,0.01,0.4,43.0,18.0,H,1
2932,2004.0,0.14,0.08,0.135,0.01,0.4,6.0,28.0,L,0
2933,2012.0,0.28,0.13,0.05,0.03,0.4,22.0,30.0,L,0
2934,2013.0,0.19,0.1,0.08,0.03,0.4,75.0,495.0,H,1
2935,2011.0,0.35,0.02,0.06,0.03,0.4,12.0,13.0,L,0
2936,2012.0,0.18,0.12,0.06,0.05,0.4,39.0,169.0,L,0
2937,2008.0,0.12,0.01,0.04,0.27,0.4,17.0,25.0,L,0
2938,2001.0,0.2,0.15,0.14,0.05,0.4,11.0,18.0,L,0
2939,2008.0,0.12,0.21,0.04,0.08,0.4,24.0,7.0,L,0
2940,2013.0,0.01,0.36,0.06,0.03,0.4,6.0,441.0,L,0
2941,2005.0,0.33,0.01,0.12,0.05,0.4,32.0,21.0,H,1
2942,2012.0,0.2,0.01,0.16,0.03,0.4,21.0,111.0,L,0
2943,2007.0,0.2,0.15,0.05,0.05,0.4,18.0,16.0,L,0
2944,2011.0,0.26,0.1,0.06,0.04,0.4,60.0,40.0,L,0
2945,2006.0,0.36,0.03,0.05,0.03,0.4,31.0,29.0,L,0
2946,2005.0,0.32,0.07,0.12,0.01,0.4,21.0,13.0,L,0
2947,2012.0,0.02,0.31,0.05,0.07,0.4,7.0,286.0,L,0
2948,2006.0,0.31,0.08,0.05,0.01,0.4,24.0,6.0,L,0
2949,2009.0,0.34,0.03,0.04,0.03,0.4,18.0,20.0,L,0
2950,2004.0,0.24,0.14,0.135,0.02,0.4,19.0,16.0,L,0
2951,2004.0,0.29,0.11,0.135,0.01,0.4,4.0,28.0,L,0
2952,2009.0,0.38,0.09,0.04,0.02,0.4,17.0,18.0,L,0
2953,2005.0,0.36,0.04,0.12,0.03,0.4,30.0,37.0,H,1
2954,2010.0,0.17,0.17,0.04,0.05,0.4,46.0,1238.0,L,0
2955,2015.0,0.09,0.12,0.15,0.04,0.4,18.0,40.0,L,0
2956,2001.0,0.35,0.03,0.14,0.02,0.4,15.0,6.0,L,0
2957,2008.0,0.13,0.2,0.04,0.07,0.4,31.0,7.0,L,0
2958,2009.0,0.35,0.02,0.04,0.03,0.4,23.0,36.0,L,0
2959,2008.0,0.17,0.18,0.04,0.04,0.4299999999999999,18.0,16.0,L,0
2960,2003.0,0.19,0.15,0.235,0.05,0.4,39.0,22.0,L,0
2961,2012.0,0.03,0.33,0.05,0.04,0.4,17.0,13.0,L,0
2962,2009.0,0.24,0.12,0.04,0.04,0.4,17.0,7.0,L,0
2963,2004.0,0.31,0.08,0.135,0.01,0.4,31.0,13.0,H,1
2964,2006.0,0.31,0.02,0.04,0.03,0.4,51.0,87.0,H,1
2965,2005.0,0.33,0.01,0.12,0.05,0.4,7.0,18.0,L,0
2966,2004.0,0.19,0.15,0.135,0.05,0.39,44.0,20.0,L,0
2967,2007.0,0.12,0.22,0.05,0.05,0.39,33.0,39.0,H,1
2968,2009.0,0.06,0.3,0.04,0.04,0.39,8.0,9.0,L,0
2969,2005.0,0.26,0.11,0.12,0.02,0.39,53.0,20.0,L,0
2970,2008.0,0.33,0.03,0.04,0.03,0.39,18.0,20.0,L,0
2971,2009.0,0.22,0.14,0.04,0.04,0.39,22.0,4.0,L,0
2972,2012.0,0.2,0.16,0.05,0.03,0.39,22.0,10.0,L,0
2973,2010.0,0.2,0.11,0.04,0.03,0.39,68.0,184.0,H,1
2974,2000.0,0.22,0.15,0.15,0.03,0.39,5.0,18.0,L,0
2975,2009.0,0.22,0.14,0.04,0.04,0.39,22.0,28.0,L,0
2976,2009.0,0.2,0.09,0.04,0.04,0.39,59.0,23.0,L,0
2977,2011.0,0.14,0.07,0.25,0.01,0.39,9.0,8.0,L,0
2978,2003.0,0.28,0.1,0.235,0.01,0.39,22.0,28.0,L,0
2979,2012.0,0.09,0.04,0.24,0.02,0.39,26.0,47.0,L,0
2980,2008.0,0.32,0.01,0.01,0.05,0.39,18.0,14.0,L,0
2981,2010.0,0.01,0.32,0.04,0.06,0.39,55.0,3559.0,H,1
2982,2010.0,0.13,0.2,0.04,0.07,0.39,27.0,23.0,L,0
2983,2002.0,0.29,0.08,0.1,0.01,0.39,30.0,9.0,L,0
2984,2012.0,0.18,0.04,0.15,0.02,0.39,53.0,146.0,L,0
2985,2010.0,0.22,0.12,0.04,0.06,0.39,33.0,14.0,L,0
2986,2010.0,0.27,0.09,0.04,0.03,0.39,30.0,24.0,L,0
2987,2008.0,0.23,0.07,0.03,0.06,0.39,18.0,8.0,L,0
2988,2008.0,0.36,0.08,0.04,0.03,0.39,18.0,16.0,L,0
2989,2011.0,0.36,0.01,0.06,0.03,0.39,18.0,16.0,L,0
2990,2008.0,0.36,0.08,0.04,0.03,0.51,17.0,13.0,L,0
2991,2004.0,0.3,0.08,0.135,0.01,0.39,30.0,9.0,L,0
2992,2012.0,0.19,0.14,0.05,0.06,0.39,32.0,87.0,L,0
2993,2010.0,0.23,0.12,0.04,0.04,0.39,68.0,201.0,L,0
2994,2003.0,0.29,0.08,0.235,0.01,0.39,27.0,25.0,H,1
2995,2011.0,0.25,0.06,0.05,0.03,0.39,18.0,9.0,L,0
2996,2004.0,0.28,0.1,0.135,0.01,0.39,9.0,5.0,L,0
2997,2009.0,0.21,0.07,0.08,0.03,0.39,53.0,70.0,L,0
2998,2016.0,0.18,0.05,0.03,0.07,0.39,49.0,68.0,L,0
2999,2013.0,0.23,0.12,0.01,0.03,0.39,64.0,461.0,L,0
3000,2013.0,0.2,0.12,0.06,0.06,0.39,7.0,45.0,L,0
3001,2010.0,0.14,0.18,0.04,0.07,0.39,28.0,36.0,L,0
3002,2009.0,0.18,0.17,0.04,0.04,0.39,37.0,19.0,L,0
3003,2008.0,0.36,0.08,0.04,0.03,0.39,17.0,18.0,L,0
3004,2000.0,0.16,0.13,0.06,0.04,0.39,13.0,8.0,L,0
3005,2002.0,0.19,0.15,0.1,0.05,0.39,18.0,19.0,L,0
3006,2010.0,0.16,0.17,0.04,0.06,0.39,11.0,9.0,L,0
3007,2005.0,0.19,0.15,0.12,0.05,0.39,18.0,14.0,L,0
3008,2008.0,0.17,0.16,0.04,0.06,0.39,37.0,89.0,H,1
3009,2011.0,0.25,0.1,0.06,0.03,0.39,17.0,13.0,L,0
3010,2003.0,0.19,0.15,0.235,0.05,0.39,9.0,13.0,L,0
3011,2012.0,0.24,0.11,0.05,0.03,0.39,71.0,219.0,L,0
3012,2006.0,0.19,0.15,0.05,0.05,0.39,19.0,6.0,L,0
3013,2005.0,0.28,0.1,0.12,0.01,0.39,11.0,6.0,L,0
3014,2006.0,0.29,0.06,0.01,0.03,0.39,53.0,102.0,H,1
3015,2005.0,0.3,0.02,0.04,0.03,0.39,49.0,163.0,H,1
3016,2002.0,0.19,0.15,0.1,0.05,0.39,20.0,13.0,L,0
3017,2015.0,0.12,0.01,0.04,0.07,0.39,18.0,6.0,L,0
3018,2005.0,0.29,0.08,0.12,0.01,0.39,40.0,35.0,L,0
3019,2007.0,0.19,0.15,0.05,0.05,0.39,10.0,16.0,L,0
3020,2014.0,0.19,0.13,0.05,0.07,0.39,8.0,32.0,L,0
3021,2009.0,0.24,0.11,0.04,0.04,0.39,17.0,17.0,L,0
3022,2010.0,0.18,0.16,0.04,0.04,0.4199999999999999,21.0,9.0,L,0
3023,2008.0,0.07,0.24,0.04,0.08,0.39,21.0,9.0,L,0
3024,2003.0,0.28,0.1,0.235,0.01,0.39,18.0,9.0,L,0
3025,2011.0,0.17,0.13,0.03,0.05,0.39,52.0,86.0,L,0
3026,2003.0,0.07,0.05,0.25,0.02,0.38,42.0,83.0,H,1
3027,2013.0,0.22,0.13,0.06,0.04,0.38,12.0,30.0,L,0
3028,2007.0,0.17,0.15,0.05,0.05,0.38,10.0,7.0,L,0
3029,2006.0,0.33,0.02,0.05,0.03,0.43,35.0,49.0,L,0
3030,2011.0,0.28,0.07,0.06,0.03,0.38,27.0,97.0,H,1
3031,2008.0,0.34,0.02,0.04,0.03,0.38,20.0,16.0,L,0
3032,2002.0,0.3,0.08,0.1,0.01,0.38,32.0,21.0,L,0
3033,2007.0,0.35,0.04,0.05,0.03,0.38,13.0,28.0,L,0
3034,2002.0,0.27,0.1,0.1,0.01,0.38,11.0,28.0,L,0
3035,2002.0,0.19,0.15,0.1,0.05,0.38,24.0,19.0,L,0
3036,2013.0,0.17,0.36,0.06,0.02,0.38,18.0,19.0,L,0
3037,2009.0,0.26,0.09,0.04,0.03,0.38,17.0,13.0,L,0
3038,2005.0,0.3,0.08,0.12,0.01,0.38,19.0,24.0,L,0
3039,2007.0,0.35,0.01,0.05,0.03,0.38,11.0,23.0,L,0
3040,2014.0,0.18,0.17,0.05,0.03,0.38,32.0,98.0,L,0
3041,2005.0,0.19,0.15,0.12,0.05,0.38,7.0,7.0,L,0
3042,2004.0,0.19,0.15,0.135,0.05,0.38,30.0,16.0,L,0
3043,2016.0,0.11,0.24,0.03,0.02,0.38,54.0,1137.0,H,1
3044,2003.0,0.29,0.08,0.235,0.01,0.38,27.0,45.0,H,1
3045,2012.0,0.19,0.11,0.1,0.02,0.38,46.0,167.0,L,0
3046,2006.0,0.14,0.04,0.16,0.03,0.38,67.0,23.0,H,1
3047,2003.0,0.19,0.15,0.235,0.05,0.38,9.0,25.0,L,0
3048,2016.0,0.11,0.21,0.03,0.06,0.38,59.0,511.0,H,1
3049,2016.0,0.07,0.28,0.03,0.03,0.38,18.0,23.0,L,0
3050,2002.0,0.07,0.05,0.1,0.02,0.38,16.0,15.0,L,0
3051,2007.0,0.06,0.04,0.31,0.01,0.38,4.0,20.0,L,0
3052,2000.0,0.19,0.15,0.15,0.05,0.38,23.0,61.0,L,0
3053,2008.0,0.19,0.15,0.04,0.05,0.4299999999999999,17.0,23.0,L,0
3054,2008.0,0.32,0.01,0.04,0.05,0.38,4.0,5.0,L,0
3055,2008.0,0.21,0.08,0.04,0.17,0.38,10.0,31.0,L,0
3056,2011.0,0.16,0.16,0.06,0.06,0.38,22.0,1263.0,H,1
3057,2002.0,0.28,0.08,0.1,0.01,0.38,28.0,20.0,H,1
3058,2007.0,0.32,0.01,0.05,0.05,0.38,13.0,5.0,L,0
3059,2009.0,0.14,0.32,0.04,0.06,0.38,32.0,132.0,H,1
3060,2010.0,0.15,0.16,0.04,0.07,0.38,4.0,4.0,L,0
3061,2009.0,0.2,0.15,0.04,0.04,0.38,4.0,28.0,L,0
3062,2003.0,0.24,0.06,0.07,0.01,0.38,21.0,22.0,L,0
3063,2010.0,0.35,0.09,0.04,0.02,0.38,17.0,13.0,L,0
3064,2010.0,0.18,0.12,0.04,0.07,0.38,8.0,28.0,L,0
3065,2009.0,0.14,0.22,0.04,0.06,0.38,34.0,21.0,L,0
3066,2007.0,0.34,0.01,0.05,0.03,0.38,4.0,12.0,L,0
3067,2008.0,0.12,0.08,0.04,0.26,0.38,4.0,6.0,L,0
3068,2009.0,0.21,0.13,0.04,0.04,0.38,7.0,7.0,L,0
3069,2009.0,0.13,0.04,0.19,0.03,0.38,22.0,19.0,L,0
3070,2007.0,0.17,0.15,0.05,0.09,0.38,8.0,16.0,L,0
3071,2008.0,0.14,0.08,0.04,0.03,0.38,18.0,6.0,L,0
3072,2008.0,0.35,0.08,0.04,0.03,0.38,18.0,20.0,L,0
3073,2004.0,0.18,0.14,0.135,0.05,0.38,30.0,9.0,L,0
3074,2005.0,0.28,0.08,0.12,0.01,0.49,16.0,8.0,H,1
3075,2013.0,0.22,0.13,0.06,0.03,0.38,22.0,5.0,L,0
3076,2013.0,0.17,0.14,0.06,0.06,0.38,6.0,25.0,L,0
3077,2014.0,0.17,0.14,0.04,0.03,0.38,21.0,106.0,L,0
3078,2004.0,0.29,0.08,0.135,0.01,0.38,22.0,8.0,L,0
3079,2008.0,0.35,0.08,0.04,0.03,0.38,18.0,20.0,L,0
3080,2012.0,0.22,0.12,0.05,0.03,0.37,8.0,22.0,L,0
3081,2013.0,0.07,0.22,0.01,0.08,0.37,20.0,18.0,L,0
3082,2006.0,0.09,0.07,0.19,0.02,0.37,31.0,21.0,L,0
3083,2008.0,0.35,0.08,0.04,0.03,0.37,17.0,17.0,L,0
3084,2008.0,0.28,0.06,0.04,0.04,0.37,11.0,6.0,L,0
3085,2008.0,0.16,0.08,0.04,0.21,0.37,18.0,16.0,L,0
3086,2005.0,0.29,0.07,0.12,0.01,0.37,36.0,21.0,L,0
3087,2002.0,0.28,0.08,0.1,0.01,0.4700000000000001,26.0,16.0,L,0
3088,2006.0,0.34,0.03,0.05,0.03,0.37,22.0,37.0,L,0
3089,2008.0,0.33,0.02,0.04,0.03,0.37,18.0,18.0,L,0
3090,2011.0,0.14,0.15,0.06,0.02,0.37,4.0,28.0,L,0
3091,2006.0,0.3,0.04,0.05,0.03,0.37,20.0,8.0,L,0
3092,2006.0,0.11,0.14,0.05,0.05,0.37,18.0,20.0,L,0
3093,2012.0,0.19,0.13,0.05,0.03,0.37,14.0,37.0,L,0
3094,2002.0,0.29,0.07,0.1,0.01,0.37,7.0,14.0,L,0
3095,2003.0,0.18,0.14,0.235,0.05,0.37,18.0,19.0,L,0
3096,2004.0,0.18,0.14,0.135,0.05,0.37,18.0,15.0,L,0
3097,2010.0,0.13,0.09,0.04,0.03,0.37,17.0,18.0,L,0
3098,2010.0,0.12,0.2,0.04,0.05,0.37,14.0,556.0,L,0
3099,2006.0,0.18,0.14,0.05,0.05,0.37,34.0,15.0,L,0
3100,2009.0,0.12,0.21,0.04,0.04,0.37,19.0,9.0,L,0
3101,2007.0,0.18,0.12,0.04,0.03,0.37,44.0,49.0,L,0
3102,2007.0,0.31,0.01,0.05,0.05,0.37,15.0,19.0,L,0
3103,2009.0,0.35,0.09,0.04,0.03,0.37,18.0,16.0,L,0
3104,2010.0,0.16,0.14,0.01,0.06,0.37,47.0,38.0,L,0
3105,2009.0,0.13,0.2,0.04,0.04,0.37,30.0,7.0,L,0
3106,2005.0,0.32,0.02,0.12,0.03,0.37,52.0,80.0,L,0
3107,2013.0,0.16,0.14,0.06,0.07,0.43,28.0,26.0,L,0
3108,2007.0,0.29,0.04,0.05,0.03,0.37,31.0,57.0,H,1
3109,2011.0,0.33,0.02,0.06,0.02,0.37,18.0,16.0,L,0
3110,2011.0,0.14,0.18,0.06,0.06,0.37,32.0,1618.0,L,0
3111,2010.0,0.13,0.18,0.01,0.1,0.42,10.0,14.0,L,0
3112,2016.0,0.1,0.05,0.02,0.06,0.37,39.0,210.0,H,1
3113,2014.0,0.13,0.08,0.15,0.02,0.37,52.0,66.0,H,1
3114,2009.0,0.14,0.22,0.04,0.04,0.37,10.0,22.0,L,0
3115,2002.0,0.28,0.07,0.1,0.01,0.37,18.0,19.0,L,0
3116,2006.0,0.27,0.07,0.01,0.03,0.37,54.0,84.0,L,0
3117,2016.0,0.03,0.28,0.03,0.05,0.39,50.0,1290.0,H,1
3118,2007.0,0.34,0.04,0.05,0.03,0.37,15.0,14.0,L,0
3119,2015.0,0.16,0.15,0.04,0.06,0.37,22.0,6.0,L,0
3120,2006.0,0.33,0.01,0.05,0.02,0.37,10.0,8.0,L,0
3121,2007.0,0.17,0.2,0.05,0.11,0.37,6.0,11.0,L,0
3122,2011.0,0.21,0.12,0.01,0.03,0.37,55.0,102.0,L,0
3123,2016.0,0.04,0.27,0.03,0.05,0.37,46.0,196.0,H,1
3124,2005.0,0.34,0.04,0.12,0.03,0.37,23.0,14.0,L,0
3125,2009.0,0.12,0.21,0.04,0.04,0.37,33.0,21.0,L,0
3126,2007.0,0.32,0.02,0.05,0.03,0.37,4.0,6.0,L,0
3127,2007.0,0.1,0.17,0.05,0.1,0.37,11.0,20.0,L,0
3128,2009.0,0.17,0.15,0.04,0.04,0.37,61.0,26.0,L,0
3129,2006.0,0.09,0.07,0.18,0.02,0.37,34.0,59.0,H,1
3130,2008.0,0.16,0.13,0.04,0.03,0.37,34.0,39.0,H,1
3131,2008.0,0.14,0.34,0.04,0.03,0.37,25.0,9.0,L,0
3132,2009.0,0.16,0.16,0.04,0.04,0.37,9.0,12.0,H,1
3133,2008.0,0.19,0.02,0.04,0.02,0.37,12.0,11.0,L,0
3134,2006.0,0.33,0.03,0.05,0.03,0.37,19.0,14.0,L,0
3135,2007.0,0.3,0.01,0.05,0.05,0.37,17.0,15.0,L,0
3136,2006.0,0.34,0.03,0.05,0.03,0.37,16.0,11.0,L,0
3137,2009.0,0.16,0.12,0.06,0.03,0.37,41.0,63.0,L,0
3138,2004.0,0.28,0.07,0.135,0.02,0.36,35.0,14.0,L,0
3139,2011.0,0.09,0.21,0.06,0.07,0.36,18.0,338.0,L,0
3140,2008.0,0.08,0.06,0.21,0.02,0.36,17.0,37.0,L,0
3141,2006.0,0.3,0.03,0.05,0.03,0.36,51.0,105.0,H,1
3142,2014.0,0.11,0.22,0.05,0.03,0.36,78.0,1027.0,L,0
3143,2014.0,0.21,0.09,0.05,0.06,0.36,18.0,45.0,L,0
3144,2008.0,0.27,0.02,0.04,0.03,0.36,46.0,111.0,H,1
3145,2008.0,0.33,0.08,0.04,0.03,0.36,18.0,20.0,L,0
3146,2009.0,0.25,0.08,0.04,0.03,0.36,17.0,18.0,L,0
3147,2009.0,0.14,0.32,0.04,0.04,0.36,55.0,2530.0,H,1
3148,2010.0,0.22,0.11,0.04,0.03,0.36,12.0,11.0,L,0
3149,2016.0,0.17,0.1,0.07,0.03,0.36,82.0,662.0,L,0
3150,2010.0,0.24,0.09,0.01,0.03,0.36,57.0,29.0,L,0
3151,2003.0,0.18,0.14,0.235,0.05,0.36,17.0,12.0,H,1
3152,2005.0,0.18,0.04,0.12,0.05,0.36,6.0,8.0,L,0
3153,2005.0,0.18,0.14,0.12,0.05,0.49,24.0,21.0,L,0
3154,2009.0,0.12,0.02,0.21,0.01,0.36,21.0,24.0,L,0
3155,2009.0,0.12,0.17,0.01,0.06,0.36,48.0,62.0,L,0
3156,2001.0,0.11,0.09,0.14,0.03,0.36,13.0,23.0,H,1
3157,2015.0,0.06,0.04,0.23,0.03,0.36,4.0,27.0,L,0
3158,2002.0,0.26,0.1,0.1,0.01,0.36,22.0,18.0,L,0
3159,2001.0,0.14,0.11,0.08,0.04,0.36,23.0,14.0,L,0
3160,2000.0,0.18,0.14,0.15,0.05,0.36,16.0,16.0,L,0
3161,2005.0,0.27,0.08,0.12,0.01,0.36,22.0,15.0,H,1
3162,2009.0,0.3,0.03,0.04,0.03,0.36,16.0,14.0,L,0
3163,2008.0,0.31,0.02,0.04,0.03,0.36,5.0,12.0,L,0
3164,2001.0,0.2,0.14,0.14,0.02,0.36,16.0,4.0,L,0
3165,2001.0,0.26,0.1,0.14,0.01,0.36,7.0,16.0,L,0
3166,2008.0,0.33,0.08,0.04,0.03,0.36,18.0,16.0,L,0
3167,2010.0,0.3,0.03,0.04,0.03,0.36,18.0,20.0,L,0
3168,2004.0,0.27,0.08,0.135,0.01,0.36,66.0,23.0,L,0
3169,2006.0,0.17,0.01,0.05,0.02,0.36,29.0,57.0,H,1
3170,2015.0,0.17,0.13,0.04,0.03,0.36,17.0,20.0,L,0
3171,2003.0,0.27,0.08,0.235,0.01,0.36,25.0,45.0,H,1
3172,2004.0,0.18,0.14,0.135,0.05,0.36,6.0,32.0,L,0
3173,2010.0,0.24,0.08,0.04,0.03,0.36,68.0,96.0,L,0
3174,2007.0,0.3,0.03,0.05,0.03,0.36,17.0,11.0,L,0
3175,2014.0,0.08,0.04,0.23,0.01,0.36,25.0,19.0,L,0
3176,2003.0,0.18,0.14,0.235,0.05,0.605,39.0,33.0,L,0
3177,2016.0,0.17,0.16,0.03,0.03,0.36,9.0,131.0,H,1
3178,2008.0,0.07,0.18,0.04,0.1,0.36,4.0,6.0,L,0
3179,2002.0,0.27,0.08,0.1,0.01,0.36,13.0,12.0,L,0
3180,2001.0,0.17,0.14,0.14,0.05,0.36,23.0,10.0,L,0
3181,2009.0,0.17,0.14,0.04,0.05,0.36,18.0,4.0,L,0
3182,2012.0,0.2,0.12,0.05,0.03,0.36,13.0,18.0,L,0
3183,2010.0,0.33,0.09,0.04,0.02,0.36,22.0,28.0,L,0
3184,2001.0,0.25,0.1,0.14,0.01,0.36,19.0,9.0,L,0
3185,2013.0,0.14,0.05,0.12,0.05,0.35,15.0,198.0,L,0
3186,2012.0,0.13,0.17,0.05,0.05,0.35,63.0,191.0,H,1
3187,2005.0,0.17,0.14,0.12,0.05,0.35,18.0,17.0,H,1
3188,2005.0,0.12,0.01,0.02,0.03,0.35,45.0,45.0,H,1
3189,2009.0,0.33,0.09,0.04,0.03,0.35,17.0,13.0,L,0
3190,2013.0,0.04,0.02,0.27,0.01,0.34,28.0,61.0,L,0
3191,2014.0,0.12,0.11,0.05,0.03,0.35,17.0,1671.0,H,1
3192,2006.0,0.08,0.06,0.19,0.02,0.35,43.0,109.0,L,0
3193,2013.0,0.21,0.12,0.06,0.03,0.35,28.0,26.0,L,0
3194,2004.0,0.17,0.14,0.135,0.05,0.35,20.0,16.0,L,0
3195,2008.0,0.21,0.09,0.01,0.04,0.35,55.0,44.0,H,1
3196,2009.0,0.14,0.26,0.04,0.09,0.35,10.0,7.0,L,0
3197,2002.0,0.25,0.09,0.1,0.01,0.35,8.0,28.0,L,0
3198,2003.0,0.17,0.13,0.235,0.05,0.35,21.0,14.0,L,0
3199,2003.0,0.26,0.08,0.235,0.01,0.35,18.0,22.0,H,1
3200,2008.0,0.33,0.08,0.04,0.03,0.35,18.0,10.0,L,0
3201,2009.0,0.24,0.06,0.04,0.05,0.35,22.0,4.0,L,0
3202,2007.0,0.07,0.24,0.05,0.04,0.35,25.0,22.0,H,1
3203,2010.0,0.18,0.12,0.04,0.05,0.35,50.0,36.0,L,0
3204,2009.0,0.2,0.11,0.04,0.05,0.35,34.0,9.0,L,0
3205,2009.0,0.32,0.01,0.04,0.03,0.35,8.0,16.0,L,0
3206,2001.0,0.15,0.075,0.05,0.04,0.35,20.0,34.0,L,0
3207,2003.0,0.17,0.13,0.235,0.04,0.35,17.0,8.0,L,0
3208,2000.0,0.03,0.02,0.15,0.02,0.35,11.0,25.0,H,1
3209,2016.0,0.06,0.21,0.03,0.05,0.35,43.0,212.0,L,0
3210,2012.0,0.19,0.13,0.05,0.04,0.35,26.0,216.0,L,0
3211,2016.0,0.11,0.13,0.07,0.05,0.35,45.0,49.0,L,0
3212,2003.0,0.25,0.09,0.235,0.01,0.35,22.0,28.0,L,0
3213,2009.0,0.33,0.09,0.04,0.03,0.49,34.0,21.0,L,0
3214,2013.0,0.04,0.04,0.25,0.02,0.35,44.0,136.0,L,0
3215,2003.0,0.17,0.13,0.235,0.04,0.35,28.0,48.0,L,0
3216,2006.0,0.27,0.07,0.05,0.01,0.35,12.0,14.0,L,0
3217,2012.0,0.05,0.18,0.02,0.09,0.35,22.0,19.0,L,0
3218,2010.0,0.23,0.09,0.04,0.02,0.35,63.0,55.0,L,0
3219,2003.0,0.26,0.08,0.235,0.01,0.35,12.0,13.0,L,0
3220,2013.0,0.19,0.1,0.06,0.06,0.35,21.0,145.0,L,0
3221,2009.0,0.13,0.18,0.04,0.04,0.35,50.0,53.0,L,0
3222,2007.0,0.17,0.13,0.05,0.04,0.35,4.0,16.0,L,0
3223,2009.0,0.17,0.13,0.04,0.04,0.35,17.0,9.0,L,0
3224,2002.0,0.09,0.07,0.16,0.02,0.35,31.0,34.0,H,1
3225,2007.0,0.32,0.04,0.05,0.02,0.35,9.0,26.0,L,0
3226,2005.0,0.17,0.13,0.12,0.04,0.35,15.0,9.0,L,0
3227,2008.0,0.11,0.2,0.04,0.04,0.35,20.0,12.0,L,0
3228,2008.0,0.17,0.13,0.04,0.04,0.35,17.0,23.0,L,0
3229,2016.0,0.11,0.16,0.02,0.02,0.35,50.0,578.0,L,0
3230,2014.0,0.2,0.11,0.05,0.03,0.35,12.0,68.0,L,0
3231,2004.0,0.27,0.07,0.135,0.01,0.35,30.0,4.0,H,1
3232,2003.0,0.17,0.13,0.235,0.04,0.35,17.0,17.0,H,1
3233,2003.0,0.17,0.13,0.235,0.02,0.35,28.0,17.0,H,1
3234,2000.0,0.1,0.08,0.15,0.03,0.35,12.0,52.5,L,0
3235,2008.0,0.23,0.07,0.04,0.04,0.35,30.0,14.0,L,0
3236,1999.0,0.19,0.13,0.23,0.02,0.35,12.0,37.0,H,1
3237,2002.0,0.17,0.13,0.1,0.04,0.35,17.0,23.0,L,0
3238,2006.0,0.32,0.03,0.05,0.03,0.35,30.0,32.0,H,1
3239,2006.0,0.27,0.07,0.05,0.01,0.35,21.0,6.0,L,0
3240,2016.0,0.03,0.26,0.03,0.05,0.35,52.0,28.0,H,1
3241,2011.0,0.2,0.11,0.06,0.03,0.34,14.0,7.0,L,0
3242,2009.0,0.13,0.18,0.04,0.04,0.34,17.0,17.0,L,0
3243,2011.0,0.11,0.18,0.06,0.06,0.34,41.0,27.0,L,0
3244,1999.0,0.21,0.08,0.34,0.03,0.34,24.0,200.0,H,1
3245,1999.0,0.19,0.13,0.23,0.02,0.34,14.0,15.0,H,1
