,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Labels,Numeric_Labels
3796,2001.0,0.2,0.06,0.14,0.01,0.27,17.0,5.0,H,1
3797,2014.0,0.13,0.12,0.05,0.02,0.27,20.0,36.0,L,0
3798,2013.0,0.15,0.12,0.01,0.02,0.27,21.0,222.0,L,0
3799,2006.0,0.11,0.04,0.05,0.02,0.27,23.0,16.0,L,0
3800,2005.0,0.13,0.1,0.12,0.03,0.27,52.0,62.0,L,0
3801,2011.0,0.25,0.07,0.06,0.02,0.27,16.0,15.0,L,0
3802,2007.0,0.13,0.1,0.05,0.03,0.27,17.0,28.0,L,0
3803,2010.0,0.14,0.1,0.04,0.02,0.27,15.0,8.0,L,0
3804,2007.0,0.13,0.1,0.05,0.03,0.27,8.0,8.0,L,0
3805,2010.0,0.23,0.02,0.04,0.02,0.27,12.0,4.0,L,0
3806,2005.0,0.2,0.06,0.12,0.01,0.27,46.0,8.0,L,0
3807,2010.0,0.18,0.05,0.04,0.03,0.27,18.0,4.0,H,1
3808,2011.0,0.25,0.07,0.06,0.02,0.27,17.0,13.0,L,0
3809,2013.0,0.16,0.09,0.06,0.02,0.27,7.0,38.0,L,0
3810,2011.0,0.11,0.09,0.04,0.03,0.27,56.0,124.0,L,0
3811,2010.0,0.04,0.19,0.04,0.04,0.27,33.0,176.0,L,0
3812,2016.0,0.1,0.12,0.03,0.04,0.27,22.0,8.0,L,0
3813,2003.0,0.21,0.05,0.235,0.01,0.27,17.0,4.0,H,1
3814,2002.0,0.2,0.06,0.1,0.01,0.27,13.0,18.0,L,0
3815,2009.0,0.25,0.09,0.04,0.02,0.27,29.0,52.5,L,0
3816,2006.0,0.24,0.03,0.05,0.02,0.27,13.0,16.0,L,0
3817,2002.0,0.13,0.1,0.1,0.02,0.27,16.0,4.0,L,0
3818,2010.0,0.14,0.09,0.04,0.03,0.27,4.0,28.0,L,0
3819,2006.0,0.21,0.05,0.05,0.02,0.27,15.0,8.0,L,0
3820,2009.0,0.25,0.09,0.04,0.02,0.27,18.0,20.0,L,0
3821,2010.0,0.25,0.09,0.04,0.02,0.3999999999999999,14.0,11.0,L,0
3822,2011.0,0.1,0.13,0.06,0.04,0.27,25.0,359.0,L,0
3823,2007.0,0.18,0.08,0.05,0.03,0.27,23.0,21.0,L,0
3824,2003.0,0.13,0.1,0.235,0.03,0.27,13.0,21.0,H,1
3825,2000.0,0.15,0.1,0.15,0.02,0.27,10.0,16.0,L,0
3826,2011.0,0.25,0.07,0.06,0.02,0.4,17.0,13.0,L,0
3827,2002.0,0.2,0.06,0.1,0.01,0.27,20.0,7.0,L,0
3828,2011.0,0.25,0.07,0.06,0.02,0.27,17.0,13.0,L,0
3829,2009.0,0.25,0.09,0.04,0.02,0.27,18.0,5.0,L,0
3830,2005.0,0.13,0.1,0.12,0.03,0.27,14.0,21.0,L,0
3831,2010.0,0.12,0.11,0.04,0.02,0.27,45.0,38.0,L,0
3832,2004.0,0.13,0.1,0.135,0.03,0.27,20.0,6.0,L,0
3833,2007.0,0.25,0.04,0.05,0.02,0.27,10.0,11.0,L,0
3834,2011.0,0.14,0.1,0.06,0.03,0.27,8.0,7.0,L,0
3835,2008.0,0.24,0.08,0.04,0.02,0.27,17.0,5.0,L,0
3836,2007.0,0.24,0.04,0.05,0.02,0.27,11.0,13.0,L,0
3837,2003.0,0.19,0.07,0.235,0.02,0.27,22.0,28.0,L,0
3838,2006.0,0.24,0.03,0.01,0.02,0.27,24.0,10.0,L,0
3839,2011.0,0.14,0.1,0.06,0.03,0.27,62.0,109.0,L,0
3840,2008.0,0.24,0.08,0.04,0.02,0.27,4.0,6.0,L,0
3841,2009.0,0.25,0.09,0.04,0.02,0.27,14.0,11.0,L,0
3842,2005.0,0.24,0.01,0.12,0.02,0.27,4.0,22.0,L,0
3843,2009.0,0.15,0.09,0.04,0.02,0.27,49.0,59.0,L,0
3844,2002.0,0.11,0.09,0.03,0.03,0.26,14.0,11.0,L,0
3845,2012.0,0.12,0.1,0.05,0.04,0.26,9.0,31.0,L,0
3846,2007.0,0.24,0.04,0.05,0.02,0.26,22.0,52.0,L,0
3847,2007.0,0.24,0.04,0.05,0.02,0.26,9.0,6.0,L,0
3848,2010.0,0.24,0.09,0.04,0.02,0.26,27.0,38.0,H,1
3849,2016.0,0.07,0.16,0.03,0.04,0.26,28.0,79.0,L,0
3850,2001.0,0.13,0.1,0.14,0.03,0.26,16.0,11.0,L,0
3851,2008.0,0.22,0.02,0.04,0.02,0.26,42.0,24.0,L,0
3852,2002.0,0.16,0.05,0.04,0.01,0.26,41.0,64.0,H,1
3853,2010.0,0.25,0.09,0.04,0.02,0.26,4.0,9.0,L,0
3854,2010.0,0.09,0.14,0.04,0.03,0.26,25.0,38.0,L,0
3855,2007.0,0.13,0.1,0.05,0.03,0.31,18.0,20.0,L,0
3856,2008.0,0.13,0.1,0.04,0.03,0.26,32.0,61.0,L,0
3857,2008.0,0.09,0.01,0.15,0.01,0.26,24.0,37.0,L,0
3858,2006.0,0.11,0.01,0.05,0.02,0.26,48.0,49.0,L,0
3859,2009.0,0.13,0.09,0.12,0.01,0.26,28.0,79.0,H,1
3860,2013.0,0.15,0.09,0.06,0.02,0.26,25.0,5.0,L,0
3861,2015.0,0.09,0.13,0.04,0.04,0.26,70.0,188.0,H,1
3862,2006.0,0.13,0.1,0.05,0.03,0.31,11.0,10.0,L,0
3863,2008.0,0.09,0.08,0.16,0.01,0.26,17.0,24.0,H,1
3864,2008.0,0.22,0.02,0.04,0.02,0.26,26.0,20.0,L,0
3865,2010.0,0.18,0.06,0.04,0.02,0.26,39.0,332.0,L,0
3866,2009.0,0.24,0.09,0.04,0.02,0.26,17.0,13.0,L,0
3867,2008.0,0.09,0.02,0.04,0.16,0.26,17.0,17.0,L,0
3868,2010.0,0.21,0.04,0.04,0.02,0.26,6.0,28.0,L,0
3869,2004.0,0.13,0.1,0.135,0.03,0.26,7.0,8.0,L,0
3870,2011.0,0.06,0.15,0.06,0.05,0.26,27.0,13.0,L,0
3871,2007.0,0.1,0.08,0.05,0.03,0.26,29.0,8.0,L,0
3872,2010.0,0.24,0.09,0.04,0.02,0.26,4.0,16.0,L,0
3873,2002.0,0.19,0.07,0.1,0.02,0.26,5.0,28.0,L,0
3874,2010.0,0.11,0.09,0.09,0.03,0.26,22.0,20.0,L,0
3875,2013.0,0.1,0.01,0.14,0.01,0.26,41.0,89.0,H,1
3876,2006.0,0.11,0.03,0.26,0.01,0.26,25.0,75.0,H,1
3877,2005.0,0.19,0.07,0.12,0.02,0.4,17.0,14.0,L,0
3878,2000.0,0.15,0.1,0.15,0.02,0.26,12.0,20.0,L,0
3879,2002.0,0.2,0.05,0.1,0.01,0.26,20.0,16.0,L,0
3880,2011.0,0.04,0.04,0.16,0.02,0.26,11.0,9.0,L,0
3881,2007.0,0.23,0.01,0.05,0.02,0.26,18.0,6.0,L,0
3882,2006.0,0.26,0.03,0.05,0.02,0.26,11.0,11.0,L,0
3883,2012.0,0.18,0.05,0.05,0.02,0.26,13.0,27.0,L,0
3884,2009.0,0.24,0.09,0.04,0.02,0.26,5.0,10.0,L,0
3885,2016.0,0.12,0.12,0.03,0.02,0.26,12.0,27.0,L,0
3886,2007.0,0.21,0.02,0.05,0.02,0.26,55.0,40.0,L,0
3887,2002.0,0.13,0.1,0.1,0.03,0.26,14.0,17.0,L,0
3888,2015.0,0.11,0.13,0.04,0.02,0.26,16.0,135.0,L,0
3889,2009.0,0.24,0.09,0.04,0.02,0.26,12.0,7.0,L,0
3890,1999.0,0.21,0.03,0.18,0.02,0.26,8.0,35.0,L,0
3891,2007.0,0.13,0.1,0.05,0.03,0.26,18.0,8.0,L,0
3892,2004.0,0.06,0.05,0.14,0.02,0.26,19.0,7.0,H,1
3893,2009.0,0.24,0.09,0.04,0.02,0.26,17.0,13.0,L,0
3894,2002.0,0.13,0.1,0.1,0.03,0.26,14.0,9.0,L,0
3895,2002.0,0.19,0.07,0.1,0.02,0.26,17.0,17.0,L,0
3896,2008.0,0.24,0.08,0.04,0.02,0.26,18.0,20.0,L,0
3897,2009.0,0.16,0.07,0.04,0.02,0.26,5.0,13.0,L,0
3898,2003.0,0.12,0.06,0.235,0.01,0.26,33.0,7.0,L,0
3899,2001.0,0.2,0.05,0.14,0.01,0.26,17.0,16.0,L,0
3900,2009.0,0.12,0.01,0.04,0.13,0.26,18.0,16.0,L,0
3901,2008.0,0.24,0.08,0.04,0.02,0.26,18.0,16.0,L,0
3902,2009.0,0.14,0.09,0.04,0.02,0.26,18.0,20.0,L,0
3903,2008.0,0.2,0.04,0.04,0.02,0.26,44.0,34.0,L,0
3904,2001.0,0.13,0.1,0.14,0.03,0.26,21.0,43.0,L,0
3905,2003.0,0.2,0.05,0.235,0.01,0.26,10.0,8.0,L,0
3906,2014.0,0.13,0.11,0.26,0.04,0.26,22.0,11.0,L,0
3907,2009.0,0.24,0.09,0.04,0.02,0.26,29.0,26.0,H,1
3908,2003.0,0.18,0.07,0.235,0.02,0.26,6.0,28.0,L,0
3909,2005.0,0.19,0.06,0.12,0.01,0.26,65.0,58.0,H,1
3910,2008.0,0.24,0.08,0.04,0.02,0.26,17.0,17.0,L,0
3911,2009.0,0.21,0.09,0.04,0.02,0.26,18.0,20.0,L,0
3912,2009.0,0.24,0.09,0.04,0.02,0.26,7.0,20.0,L,0
3913,2002.0,0.13,0.1,0.1,0.03,0.26,31.0,39.0,H,1
3914,2013.0,0.12,0.1,0.02,0.02,0.26,30.0,170.0,L,0
3915,2010.0,0.17,0.06,0.04,0.02,0.26,10.0,10.0,L,0
3916,2012.0,0.19,0.13,0.05,0.04,0.26,60.0,89.0,L,0
3917,2013.0,0.16,0.07,0.06,0.02,0.26,32.0,195.0,L,0
3918,2013.0,0.11,0.08,0.02,0.04,0.26,75.0,236.0,H,1
3919,2007.0,0.2,0.03,0.05,0.03,0.26,17.0,41.0,L,0
3920,2008.0,0.08,0.15,0.04,0.03,0.26,39.0,87.0,L,0
3921,2005.0,0.2,0.04,0.12,0.02,0.26,57.0,79.0,L,0
3922,2005.0,0.21,0.03,0.12,0.02,0.26,20.0,19.0,L,0
3923,2008.0,0.04,0.18,0.04,0.04,0.26,25.0,14.0,L,0
3924,2002.0,0.19,0.06,0.1,0.01,0.26,15.0,7.0,H,1
3925,2003.0,0.13,0.1,0.235,0.03,0.26,19.0,8.0,L,0
3926,2008.0,0.24,0.08,0.04,0.02,0.26,5.0,5.0,L,0
3927,2002.0,0.16,0.06,0.04,0.02,0.28,27.0,39.0,H,1
3928,2001.0,0.13,0.1,0.14,0.03,0.26,18.0,5.0,L,0
3929,2006.0,0.23,0.01,0.05,0.02,0.26,11.0,7.0,L,0
3930,2004.0,0.24,0.06,0.135,0.02,0.26,25.0,7.0,L,0
3931,2004.0,0.2,0.05,0.135,0.01,0.26,25.0,11.0,H,1
3932,2001.0,0.18,0.07,0.14,0.02,0.25,17.0,10.0,L,0
3933,2003.0,0.12,0.05,0.235,0.01,0.25,31.0,4.0,H,1
3934,2006.0,0.01,0.2,0.05,0.02,0.25,54.0,2454.0,H,1
3935,2005.0,0.21,0.04,0.02,0.02,0.25,51.0,32.0,L,0
3936,2006.0,0.12,0.1,0.05,0.03,0.25,12.0,17.0,L,0
3937,2010.0,0.24,0.09,0.04,0.01,0.25,32.0,61.0,L,0
3938,2007.0,0.23,0.04,0.05,0.02,0.25,11.0,16.0,L,0
3939,2015.0,0.12,0.06,0.19,0.03,0.25,22.0,7.0,L,0
3940,2002.0,0.15,0.04,0.06,0.01,0.25,19.0,15.0,H,1
3941,2007.0,0.03,0.15,0.05,0.07,0.25,14.0,9.0,L,0
3942,2000.0,0.12,0.1,0.15,0.03,0.25,15.0,8.0,L,0
3943,2006.0,0.18,0.07,0.05,0.02,0.25,17.0,23.0,L,0
3944,2008.0,0.23,0.08,0.04,0.02,0.25,32.0,15.0,L,0
3945,2005.0,0.19,0.05,0.12,0.01,0.25,14.0,13.0,L,0
3946,2008.0,0.22,0.01,0.04,0.02,0.25,22.0,10.0,L,0
3947,2012.0,0.15,0.08,0.05,0.02,0.25,35.0,126.0,L,0
3948,2006.0,0.2,0.05,0.05,0.01,0.25,22.0,8.0,L,0
3949,2011.0,0.11,0.09,0.03,0.02,0.25,18.0,20.0,L,0
3950,2007.0,0.24,0.04,0.05,0.02,0.25,17.0,13.0,L,0
3951,2002.0,0.19,0.05,0.1,0.01,0.25,17.0,16.0,L,0
3952,2009.0,0.14,0.09,0.04,0.02,0.25,12.0,28.0,L,0
3953,2010.0,0.13,0.21,0.04,0.05,0.25,26.0,104.0,L,0
3954,2003.0,0.2,0.04,0.235,0.01,0.25,34.0,20.0,L,0
3955,2009.0,0.13,0.06,0.05,0.02,0.25,29.0,11.0,L,0
3956,2007.0,0.16,0.06,0.05,0.03,0.25,23.0,23.0,L,0
3957,2014.0,0.04,0.19,0.05,0.02,0.25,17.0,17.0,L,0
3958,2014.0,0.13,0.08,0.05,0.04,0.25,17.0,4.0,L,0
3959,2007.0,0.18,0.04,0.05,0.03,0.25,10.0,5.0,L,0
3960,2011.0,0.1,0.13,0.06,0.03,0.25,14.0,44.0,L,0
3961,2006.0,0.15,0.02,0.06,0.02,0.25,46.0,42.0,L,0
3962,2011.0,0.12,0.11,0.06,0.02,0.25,17.0,13.0,L,0
3963,2016.0,0.06,0.14,0.02,0.02,0.25,48.0,73.0,L,0
3964,2004.0,0.19,0.05,0.135,0.01,0.25,47.0,61.0,L,0
3965,2001.0,0.1,0.04,0.1,0.01,0.25,14.0,11.0,H,1
3966,2010.0,0.23,0.09,0.04,0.02,0.25,18.0,20.0,L,0
3967,2009.0,0.2,0.02,0.04,0.03,0.25,17.0,13.0,L,0
3968,2005.0,0.19,0.05,0.12,0.01,0.25,22.0,14.0,L,0
3969,2003.0,0.19,0.05,0.235,0.01,0.25,37.0,31.0,L,0
3970,2007.0,0.22,0.01,0.05,0.02,0.25,44.0,44.0,H,1
3971,2001.0,0.18,0.07,0.14,0.02,0.25,9.0,13.0,L,0
3972,2009.0,0.17,0.05,0.04,0.03,0.25,17.0,13.0,L,0
3973,2002.0,0.12,0.1,0.1,0.03,0.25,21.0,43.0,L,0
3974,2010.0,0.05,0.15,0.04,0.05,0.25,33.0,20.0,L,0
3975,2005.0,0.19,0.05,0.12,0.01,0.25,35.0,18.0,H,1
3976,2004.0,0.18,0.07,0.135,0.02,0.25,17.0,13.0,L,0
3977,2008.0,0.23,0.08,0.04,0.03,0.25,18.0,4.0,L,0
3978,2015.0,0.02,0.22,0.04,0.02,0.25,45.0,278.0,L,0
3979,2010.0,0.23,0.09,0.04,0.02,0.25,17.0,4.0,L,0
3980,2004.0,0.19,0.05,0.135,0.01,0.25,15.0,13.0,L,0
3981,2000.0,0.14,0.09,0.15,0.02,0.25,6.0,16.0,L,0
3982,2007.0,0.09,0.14,0.05,0.02,0.25,7.0,20.0,L,0
3983,2003.0,0.16,0.08,0.235,0.01,0.25,38.0,15.0,L,0
3984,2007.0,0.23,0.04,0.05,0.02,0.25,20.0,11.0,L,0
3985,2006.0,0.22,0.01,0.05,0.02,0.3,16.0,8.0,L,0
3986,2014.0,0.09,0.03,0.1,0.03,0.25,15.0,49.0,H,1
3987,2009.0,0.07,0.03,0.14,0.01,0.25,4.0,52.5,L,0
3988,2013.0,0.04,0.19,0.06,0.02,0.25,16.0,546.0,L,0
3989,2008.0,0.12,0.1,0.04,0.03,0.25,7.0,6.0,L,0
3990,2003.0,0.19,0.05,0.235,0.01,0.485,22.0,8.0,H,1
3991,2005.0,0.19,0.05,0.12,0.01,0.25,31.0,8.0,L,0
3992,2008.0,0.14,0.01,0.04,0.02,0.25,20.0,13.0,L,0
3993,2013.0,0.08,0.13,0.06,0.04,0.25,22.0,61.0,L,0
3994,2003.0,0.12,0.1,0.235,0.03,0.25,21.0,19.0,H,1
3995,2007.0,0.22,0.01,0.05,0.02,0.25,8.0,19.0,L,0
3996,2009.0,0.11,0.09,0.04,0.05,0.29,10.0,17.0,L,0
3997,2006.0,0.21,0.02,0.05,0.02,0.25,52.0,48.0,L,0
3998,2008.0,0.14,0.08,0.04,0.02,0.25,45.0,29.0,L,0
3999,2005.0,0.03,0.03,0.18,0.01,0.25,27.0,12.0,L,0
4000,2008.0,0.18,0.05,0.04,0.02,0.25,18.0,7.0,L,0
4001,2011.0,0.18,0.05,0.06,0.02,0.25,50.0,33.0,L,0
4002,2011.0,0.08,0.13,0.06,0.03,0.25,28.0,903.0,H,1
4003,1999.0,0.14,0.09,0.23,0.02,0.25,14.0,77.0,L,0
4004,2009.0,0.17,0.06,0.04,0.02,0.25,18.0,16.0,L,0
4005,2006.0,0.12,0.09,0.05,0.03,0.25,32.0,13.0,L,0
4006,2008.0,0.22,0.08,0.04,0.02,0.36,18.0,20.0,L,0
4007,2009.0,0.23,0.09,0.04,0.02,0.25,18.0,20.0,L,0
4008,2005.0,0.19,0.05,0.12,0.01,0.25,4.0,10.0,L,0
4009,2007.0,0.12,0.09,0.05,0.03,0.25,4.0,18.0,L,0
4010,2007.0,0.19,0.01,0.03,0.02,0.25,31.0,31.0,L,0
4011,2009.0,0.14,0.09,0.04,0.02,0.25,17.0,4.0,L,0
4012,2008.0,0.12,0.11,0.04,0.02,0.25,17.0,8.0,L,0
4013,2009.0,0.19,0.04,0.04,0.02,0.25,8.0,10.0,L,0
4014,2009.0,0.1,0.01,0.12,0.02,0.25,33.0,47.0,L,0
4015,2002.0,0.19,0.05,0.1,0.01,0.25,17.0,13.0,L,0
4016,2007.0,0.23,0.04,0.05,0.02,0.34,19.0,7.0,L,0
4017,2004.0,0.12,0.09,0.135,0.03,0.25,13.0,10.0,L,0
4018,2009.0,0.12,0.09,0.04,0.04,0.25,45.0,40.0,L,0
4019,2009.0,0.17,0.09,0.04,0.04,0.25,29.0,52.5,L,0
4020,2014.0,0.11,0.09,0.05,0.04,0.25,17.0,8.0,L,0
4021,2005.0,0.19,0.05,0.12,0.01,0.25,34.0,26.0,L,0
4022,2002.0,0.18,0.07,0.1,0.02,0.37,6.0,28.0,L,0
4023,2010.0,0.21,0.02,0.04,0.02,0.25,17.0,4.0,L,0
4024,2010.0,0.07,0.12,0.04,0.05,0.25,17.0,8.0,L,0
4025,2012.0,0.14,0.09,0.05,0.02,0.25,28.0,51.0,L,0
4026,2012.0,0.16,0.05,0.03,0.04,0.25,39.0,136.0,L,0
4027,2016.0,0.04,0.13,0.03,0.02,0.25,81.0,684.0,H,1
4028,2010.0,0.2,0.02,0.04,0.02,0.25,7.0,28.0,L,0
4029,2015.0,0.1,0.11,0.04,0.04,0.25,32.0,60.0,L,0
4030,2015.0,0.08,0.15,0.04,0.02,0.25,17.0,22.0,L,0
4031,2011.0,0.23,0.07,0.06,0.02,0.25,17.0,13.0,L,0
4032,2004.0,0.11,0.04,0.1,0.01,0.25,12.0,18.0,L,0
4033,2013.0,0.13,0.06,0.06,0.06,0.25,15.0,148.0,L,0
4034,2005.0,0.12,0.09,0.12,0.03,0.24,17.0,4.0,L,0
4035,2006.0,0.12,0.09,0.05,0.03,0.24,12.0,20.0,L,0
4036,2015.0,0.16,0.01,0.05,0.02,0.24,32.0,82.0,H,1
4037,2010.0,0.13,0.09,0.04,0.02,0.24,8.0,16.0,L,0
4038,2014.0,0.12,0.1,0.05,0.02,0.24,28.0,158.0,L,0
4039,2006.0,0.23,0.03,0.05,0.02,0.24,17.0,17.0,L,0
4040,2006.0,0.2,0.03,0.05,0.02,0.24,46.0,80.0,L,0
4041,2014.0,0.14,0.03,0.04,0.04,0.24,40.0,72.0,L,0
4042,2010.0,0.12,0.08,0.04,0.04,0.24,17.0,5.0,L,0
4043,2013.0,0.1,0.12,0.06,0.02,0.24,12.0,13.0,L,0
4044,2010.0,0.18,0.04,0.04,0.03,0.24,17.0,13.0,L,0
4045,2009.0,0.23,0.09,0.04,0.02,0.24,18.0,4.0,L,0
4046,2000.0,0.14,0.09,0.15,0.02,0.24,8.0,7.0,L,0
4047,2005.0,0.23,0.04,0.12,0.02,0.24,26.0,18.0,L,0
4048,2015.0,0.17,0.05,0.04,0.02,0.24,15.0,17.0,L,0
4049,2012.0,0.1,0.01,0.1,0.04,0.24,56.0,28.0,H,1
4050,2002.0,0.12,0.09,0.1,0.03,0.24,20.0,20.0,L,0
4051,2003.0,0.12,0.09,0.235,0.03,0.24,20.0,11.0,L,0
4052,2014.0,0.08,0.07,0.06,0.03,0.24,31.0,74.0,L,0
4053,2005.0,0.12,0.09,0.12,0.03,0.24,39.0,117.0,H,1
4054,2011.0,0.05,0.06,0.11,0.02,0.24,22.0,73.0,L,0
4055,2005.0,0.19,0.05,0.12,0.01,0.24,14.0,20.0,H,1
4056,2009.0,0.07,0.09,0.16,0.01,0.33,17.0,13.0,L,0
4057,2002.0,0.14,0.04,0.05,0.01,0.24,27.0,10.0,H,1
4058,2005.0,0.17,0.06,0.12,0.02,0.24,30.0,6.0,L,0
4059,2008.0,0.21,0.01,0.04,0.03,0.24,28.0,33.0,L,0
4060,2011.0,0.11,0.1,0.06,0.03,0.24,36.0,531.0,L,0
4061,2003.0,0.18,0.05,0.235,0.01,0.24,4.0,12.0,L,0
4062,2010.0,0.22,0.01,0.04,0.02,0.24,6.0,12.0,L,0
4063,2009.0,0.08,0.11,0.04,0.04,0.24,44.0,36.0,L,0
4064,2009.0,0.21,0.09,0.01,0.02,0.24,4.0,10.0,L,0
4065,2003.0,0.18,0.05,0.235,0.02,0.24,23.0,23.0,L,0
4066,2003.0,0.18,0.05,0.235,0.01,0.24,26.0,7.0,L,0
4067,2009.0,0.19,0.09,0.03,0.02,0.24,26.0,47.0,L,0
4068,2007.0,0.22,0.04,0.05,0.02,0.24,5.0,5.0,L,0
4069,2001.0,0.19,0.05,0.14,0.01,0.24,16.0,12.0,L,0
4070,2011.0,0.16,0.06,0.06,0.02,0.24,22.0,46.0,L,0
4071,2015.0,0.09,0.13,0.04,0.02,0.24,66.0,520.0,L,0
4072,2001.0,0.18,0.075,0.14,0.01,0.24,26.0,14.0,L,0
4073,2005.0,0.18,0.05,0.12,0.01,0.24,11.0,8.0,L,0
4074,2011.0,0.1,0.07,0.06,0.04,0.24,17.0,13.0,L,0
4075,2008.0,0.21,0.01,0.04,0.02,0.24,12.0,14.0,L,0
4076,2005.0,0.16,0.05,0.12,0.03,0.24,9.0,25.0,L,0
4077,2009.0,0.22,0.09,0.04,0.02,0.24,17.0,13.0,L,0
4078,2005.0,0.12,0.09,0.12,0.02,0.24,17.0,20.0,H,1
4079,2007.0,0.12,0.09,0.05,0.03,0.24,17.0,7.0,L,0
4080,2012.0,0.15,0.06,0.01,0.02,0.24,54.0,131.0,L,0
4081,2004.0,0.19,0.05,0.135,0.01,0.24,29.0,60.0,H,1
4082,2006.0,0.1,0.01,0.12,0.01,0.24,42.0,28.0,L,0
4083,2002.0,0.12,0.09,0.1,0.02,0.24,17.0,6.0,H,1
4084,2016.0,0.2,0.01,0.03,0.03,0.24,23.0,38.0,L,0
4085,2003.0,0.12,0.05,0.235,0.01,0.24,16.0,16.0,L,0
4086,2009.0,0.2,0.02,0.04,0.02,0.24,16.0,9.0,L,0
4087,2005.0,0.17,0.06,0.12,0.02,0.24,7.0,5.0,L,0
4088,2010.0,0.13,0.19,0.04,0.05,0.24,40.0,1472.0,H,1
4089,2009.0,0.1,0.12,0.04,0.02,0.24,17.0,17.0,L,0
4090,2015.0,0.17,0.04,0.04,0.02,0.24,25.0,46.0,L,0
4091,2006.0,0.15,0.03,0.07,0.01,0.24,29.0,15.0,L,0
4092,2016.0,0.05,0.15,0.03,0.04,0.24,32.0,9.0,L,0
4093,2008.0,0.12,0.09,0.04,0.03,0.24,9.0,20.0,L,0
4094,2008.0,0.22,0.08,0.04,0.02,0.24,15.0,28.0,L,0
4095,2011.0,0.07,0.13,0.06,0.03,0.24,35.0,12.0,L,0
4096,2015.0,0.09,0.01,0.13,0.01,0.24,44.0,49.0,L,0
4097,2013.0,0.17,0.05,0.06,0.02,0.24,5.0,40.0,L,0
4098,2007.0,0.16,0.04,0.06,0.01,0.24,25.0,24.0,L,0
4099,2008.0,0.2,0.02,0.04,0.02,0.24,17.0,14.0,L,0
4100,2001.0,0.18,0.05,0.14,0.01,0.24,15.0,5.0,L,0
4101,2007.0,0.22,0.04,0.05,0.03,0.24,7.0,18.0,L,0
4102,2008.0,0.05,0.15,0.04,0.03,0.24,20.0,11.0,L,0
4103,2004.0,0.17,0.06,0.135,0.02,0.24,33.0,23.0,L,0
4104,2011.0,0.16,0.06,0.06,0.02,0.24,31.0,10.0,L,0
4105,2008.0,0.13,0.03,0.06,0.01,0.24,17.0,37.0,L,0
4106,2016.0,0.05,0.17,0.03,0.02,0.24,22.0,194.0,H,1
4107,2003.0,0.12,0.09,0.235,0.03,0.24,21.0,14.0,L,0
4108,2010.0,0.12,0.09,0.04,0.02,0.24,13.0,15.0,L,0
4109,2007.0,0.22,0.04,0.05,0.02,0.24,17.0,13.0,L,0
4110,2004.0,0.12,0.09,0.135,0.03,0.24,49.0,52.5,H,1
4111,2011.0,0.14,0.07,0.06,0.03,0.24,33.0,37.0,L,0
4112,2007.0,0.03,0.04,0.05,0.07,0.24,28.0,18.0,L,0
4113,2007.0,0.18,0.03,0.05,0.03,0.29,35.0,25.0,L,0
4114,2005.0,0.21,0.04,0.12,0.02,0.24,24.0,8.0,L,0
4115,2011.0,0.21,0.01,0.06,0.01,0.24,17.0,13.0,L,0
4116,2010.0,0.1,0.09,0.04,0.05,0.24,17.0,23.0,L,0
4117,2008.0,0.13,0.08,0.04,0.02,0.24,17.0,17.0,L,0
4118,2000.0,0.13,0.09,0.15,0.02,0.24,32.0,10.0,L,0
4119,2009.0,0.16,0.01,0.04,0.02,0.24,24.0,28.0,L,0
4120,2012.0,0.05,0.14,0.05,0.04,0.24,17.0,34.0,L,0
4121,2006.0,0.18,0.05,0.05,0.01,0.29,22.0,9.0,H,1
4122,2009.0,0.17,0.05,0.04,0.02,0.24,59.0,22.0,L,0
4123,2012.0,0.1,0.1,0.05,0.04,0.24,14.0,81.0,L,0
4124,2008.0,0.02,0.21,0.04,0.01,0.24,18.0,7.0,L,0
4125,2011.0,0.18,0.04,0.06,0.02,0.24,51.0,72.0,L,0
4126,2009.0,0.16,0.06,0.04,0.02,0.24,29.0,52.5,L,0
4127,2011.0,0.16,0.05,0.06,0.02,0.24,4.0,13.0,L,0
4128,2013.0,0.07,0.15,0.06,0.02,0.24,23.0,113.0,L,0
4129,2011.0,0.12,0.18,0.06,0.05,0.24,14.0,11.0,L,0
4130,2010.0,0.06,0.13,0.04,0.02,0.24,12.0,30.0,L,0
4131,2009.0,0.12,0.07,0.04,0.05,0.24,7.0,16.0,L,0
4132,2009.0,0.15,0.06,0.04,0.02,0.24,18.0,20.0,L,0
4133,2010.0,0.21,0.01,0.04,0.02,0.24,4.0,23.0,L,0
4134,2009.0,0.16,0.05,0.04,0.02,0.24,70.0,57.0,L,0
4135,2010.0,0.08,0.01,0.13,0.01,0.24,27.0,101.0,L,0
4136,2007.0,0.12,0.09,0.05,0.03,0.24,9.0,9.0,L,0
4137,2009.0,0.11,0.1,0.04,0.02,0.24,29.0,14.0,L,0
4138,2009.0,0.18,0.04,0.04,0.02,0.24,37.0,36.0,L,0
4139,2012.0,0.1,0.08,0.02,0.03,0.23,27.0,18.0,L,0
4140,2011.0,0.16,0.07,0.06,0.02,0.23,27.0,243.0,L,0
4141,2004.0,0.11,0.09,0.135,0.03,0.23,26.0,4.0,L,0
4142,2009.0,0.22,0.09,0.04,0.02,0.23,14.0,11.0,L,0
4143,2010.0,0.1,0.11,0.04,0.02,0.23,24.0,31.0,L,0
